"date","experiment","level","model","temporal_resolution","variable","realization_number","model_ID","CMIP6_table","CMIP6_table_shortname","grid"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","gfdl_esm4","monthly","northward_near_surface_wind","r1i1p1f1","GFDL-ESM4","Amon","uas","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","giss_e2_1_g","monthly","daily_maximum_near_surface_air_temperature","r1i1p1f1","GISS-E2-1-G","Amon","tasmax","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","giss_e2_1_g","monthly","eastward_near_surface_wind","r1i1p1f1","GISS-E2-1-G","Amon","vas","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","giss_e2_1_g","monthly","northward_near_surface_wind","r1i1p1f1","GISS-E2-1-G","Amon","uas","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ipsl_cm6a_lr","monthly","daily_maximum_near_surface_air_temperature","r1i1p1f1","IPSL-CM6A-LR","Amon","tasmax","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ipsl_cm6a_lr","monthly","eastward_near_surface_wind","r1i1p1f1","IPSL-CM6A-LR","Amon","vas","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ipsl_cm6a_lr","monthly","northward_near_surface_wind","r1i1p1f1","IPSL-CM6A-LR","Amon","uas","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc_es2l","monthly","daily_maximum_near_surface_air_temperature","r1i1p1f2","MIROC-ES2L","Amon","tasmax","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc_es2l","monthly","eastward_near_surface_wind","r1i1p1f2","MIROC-ES2L","Amon","vas","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc_es2l","monthly","northward_near_surface_wind","r1i1p1f2","MIROC-ES2L","Amon","uas","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc6","monthly","daily_maximum_near_surface_air_temperature","r1i1p1f1","MIROC6","Amon","tasmax","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc6","monthly","eastward_near_surface_wind","r1i1p1f1","MIROC6","Amon","vas","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc6","monthly","northward_near_surface_wind","r1i1p1f1","MIROC6","Amon","uas","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","mri_esm2_0","monthly","daily_maximum_near_surface_air_temperature","r1i1p1f1","MRI-ESM2-0","Amon","tasmax","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","mri_esm2_0","monthly","eastward_near_surface_wind","r1i1p1f1","MRI-ESM2-0","Amon","vas","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","mri_esm2_0","monthly","northward_near_surface_wind","r1i1p1f1","MRI-ESM2-0","Amon","uas","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ukesm1_0_ll","monthly","daily_maximum_near_surface_air_temperature","r1i1p1f2","UKESM1-0-LL","Amon","tasmax","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ukesm1_0_ll","monthly","eastward_near_surface_wind","r1i1p1f2","UKESM1-0-LL","Amon","vas","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ukesm1_0_ll","monthly","northward_near_surface_wind","r1i1p1f2","UKESM1-0-LL","Amon","uas","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","cnrm_esm2_1","monthly","surface_upwelling_shortwave_radiation","r1i1p1f2","CNRM-ESM2-1","Amon","rsus","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","canesm5","monthly","surface_upwelling_shortwave_radiation","r1i1p1f1","CANESM5","Amon","rsus","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","fgoals_g3","monthly","surface_upwelling_shortwave_radiation","r1i1p1f1","FGOALS-G3","Amon","rsus","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","gfdl_esm4","monthly","surface_upwelling_shortwave_radiation","r1i1p1f1","GFDL-ESM4","Amon","rsus","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","giss_e2_1_g","monthly","surface_upwelling_shortwave_radiation","r1i1p1f1","GISS-E2-1-G","Amon","rsus","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ipsl_cm6a_lr","monthly","surface_upwelling_shortwave_radiation","r1i1p1f1","IPSL-CM6A-LR","Amon","rsus","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc_es2l","monthly","surface_upwelling_shortwave_radiation","r1i1p1f2","MIROC-ES2L","Amon","rsus","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc6","monthly","surface_upwelling_shortwave_radiation","r1i1p1f1","MIROC6","Amon","rsus","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","mri_esm2_0","monthly","surface_upwelling_shortwave_radiation","r1i1p1f1","MRI-ESM2-0","Amon","rsus","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ukesm1_0_ll","monthly","surface_upwelling_shortwave_radiation","r1i1p1f2","UKESM1-0-LL","Amon","rsus","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","canesm5","monthly","snow_depth","r1i1p1f1","CANESM5","LImon","snd","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3","monthly","snow_depth","r4i1p1f1","EC-EARTH3","LImon","snd","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3_veg","monthly","snow_depth","r1i1p1f1","EC-EARTH3-VEG","LImon","snd","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3_veg_lr","monthly","snow_depth","r1i1p1f1","EC-EARTH3-VEG-LR","LImon","snd","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","fgoals_g3","monthly","snow_depth","r1i1p1f1","FGOALS-G3","LImon","snd","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","gfdl_esm4","monthly","snow_depth","r1i1p1f1","GFDL-ESM4","LImon","snd","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","giss_e2_1_g","monthly","snow_depth","r1i1p1f1","GISS-E2-1-G","LImon","snd","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ipsl_cm6a_lr","monthly","snow_depth","r1i1p1f1","IPSL-CM6A-LR","LImon","snd","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc_es2l","monthly","snow_depth","r1i1p1f2","MIROC-ES2L","LImon","snd","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc6","monthly","snow_depth","r1i1p1f1","MIROC6","LImon","snd","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","mri_esm2_0","monthly","snow_depth","r1i1p1f1","MRI-ESM2-0","LImon","snd","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","canesm5","monthly","sea_ice_area_percentage_on_ocean_grid","r1i1p1f1","CANESM5","SImon","siconc","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3","monthly","sea_ice_area_percentage_on_ocean_grid","r4i1p1f1","EC-EARTH3","SImon","siconc","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3_veg","monthly","sea_ice_area_percentage_on_ocean_grid","r1i1p1f1","EC-EARTH3-VEG","SImon","siconc","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3_veg_lr","monthly","sea_ice_area_percentage_on_ocean_grid","r1i1p1f1","EC-EARTH3-VEG-LR","SImon","siconc","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","fgoals_g3","monthly","sea_ice_area_percentage_on_ocean_grid","r1i1p1f1","FGOALS-G3","SImon","siconc","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","gfdl_esm4","monthly","sea_ice_area_percentage_on_ocean_grid","r1i1p1f1","GFDL-ESM4","SImon","siconc","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ipsl_cm6a_lr","monthly","sea_ice_area_percentage_on_ocean_grid","r1i1p1f1","IPSL-CM6A-LR","SImon","siconc","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc_es2l","monthly","sea_ice_area_percentage_on_ocean_grid","r1i1p1f2","MIROC-ES2L","SImon","siconc","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc6","monthly","sea_ice_area_percentage_on_ocean_grid","r1i1p1f1","MIROC6","SImon","siconc","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","mri_esm2_0","monthly","sea_ice_area_percentage_on_ocean_grid","r1i1p1f1","MRI-ESM2-0","SImon","siconc","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ukesm1_0_ll","monthly","sea_ice_area_percentage_on_ocean_grid","r1i1p1f2","UKESM1-0-LL","SImon","siconc","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","canesm5","monthly","surface_temperature_of_sea_ice","r1i1p1f1","CANESM5","SImon","sitemptop","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3","monthly","surface_temperature_of_sea_ice","r4i1p1f1","EC-EARTH3","SImon","sitemptop","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3_veg","monthly","surface_temperature_of_sea_ice","r1i1p1f1","EC-EARTH3-VEG","SImon","sitemptop","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3_veg_lr","monthly","surface_temperature_of_sea_ice","r1i1p1f1","EC-EARTH3-VEG-LR","SImon","sitemptop","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","fgoals_g3","monthly","surface_temperature_of_sea_ice","r1i1p1f1","FGOALS-G3","SImon","sitemptop","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ipsl_cm6a_lr","monthly","surface_temperature_of_sea_ice","r1i1p1f1","IPSL-CM6A-LR","SImon","sitemptop","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ukesm1_0_ll","monthly","surface_temperature_of_sea_ice","r1i1p1f2","UKESM1-0-LL","SImon","sitemptop","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","canesm5","monthly","surface_snow_amount","r1i1p1f1","CANESM5","LImon","snw","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3","monthly","surface_snow_amount","r4i1p1f1","EC-EARTH3","LImon","snw","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3_veg","monthly","surface_snow_amount","r1i1p1f1","EC-EARTH3-VEG","LImon","snw","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3_veg_lr","monthly","surface_snow_amount","r1i1p1f1","EC-EARTH3-VEG-LR","LImon","snw","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","giss_e2_1_g","monthly","surface_snow_amount","r1i1p1f1","GISS-E2-1-G","LImon","snw","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ipsl_cm6a_lr","monthly","surface_snow_amount","r1i1p1f1","IPSL-CM6A-LR","LImon","snw","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc_es2l","monthly","surface_snow_amount","r1i1p1f2","MIROC-ES2L","LImon","snw","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc6","monthly","surface_snow_amount","r1i1p1f1","MIROC6","LImon","snw","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","mri_esm2_0","monthly","surface_snow_amount","r1i1p1f1","MRI-ESM2-0","LImon","snw","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","canesm5","monthly","sea_ice_mass_per_area","r1i1p1f1","CANESM5","SImon","simass","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3","monthly","sea_ice_mass_per_area","r4i1p1f1","EC-EARTH3","SImon","simass","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3_veg","monthly","sea_ice_mass_per_area","r1i1p1f1","EC-EARTH3-VEG","SImon","simass","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3_veg_lr","monthly","sea_ice_mass_per_area","r1i1p1f1","EC-EARTH3-VEG-LR","SImon","simass","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ipsl_cm6a_lr","monthly","sea_ice_mass_per_area","r1i1p1f1","IPSL-CM6A-LR","SImon","simass","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc6","monthly","sea_ice_mass_per_area","r1i1p1f1","MIROC6","SImon","simass","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ukesm1_0_ll","monthly","sea_ice_mass_per_area","r1i1p1f2","UKESM1-0-LL","SImon","simass","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3","monthly","sea_ice_thickness","r4i1p1f1","EC-EARTH3","SImon","sirdgthick","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3_veg","monthly","sea_ice_thickness","r1i1p1f1","EC-EARTH3-VEG","SImon","sirdgthick","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ec_earth3_veg_lr","monthly","sea_ice_thickness","r1i1p1f1","EC-EARTH3-VEG-LR","SImon","sirdgthick","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ipsl_cm6a_lr","monthly","sea_ice_thickness","r1i1p1f1","IPSL-CM6A-LR","SImon","sirdgthick","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc_es2l","monthly","sea_ice_thickness","r1i1p1f2","MIROC-ES2L","SImon","sirdgthick","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","miroc6","monthly","sea_ice_thickness","r1i1p1f1","MIROC6","SImon","sirdgthick","gn"
"2015-01-16/2100-12-16","ssp1_1_9","single_levels","ukesm1_0_ll","monthly","sea_ice_thickness","r1i1p1f2","UKESM1-0-LL","SImon","sirdgthick","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","access_cm2","monthly","surface_air_pressure","r1i1p1f1","ACCESS-CM2","Amon","ps","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","access_cm2","monthly","sea_level_pressure","r1i1p1f1","ACCESS-CM2","Amon","psl","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","access_cm2","monthly","toa_outgoing_longwave_radiation","r1i1p1f1","ACCESS-CM2","Amon","rlut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","access_cm2","monthly","surface_downwelling_shortwave_radiation","r1i1p1f1","ACCESS-CM2","Amon","rsds","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","access_cm2","monthly","toa_outgoing_shortwave_radiation","r1i1p1f1","ACCESS-CM2","Amon","rsut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","access_cm2","monthly","near_surface_air_temperature","r1i1p1f1","ACCESS-CM2","Amon","tas","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","access_cm2","monthly","surface_downward_northward_wind_stress","r1i1p1f1","ACCESS-CM2","Amon","tauv","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","access_cm2","monthly","surface_temperature","r1i1p1f1","ACCESS-CM2","Amon","ts","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","awi_cm_1_1_mr","monthly","surface_air_pressure","r1i1p1f1","AWI-CM-1-1-MR","Amon","ps","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","awi_cm_1_1_mr","monthly","sea_level_pressure","r1i1p1f1","AWI-CM-1-1-MR","Amon","psl","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","awi_cm_1_1_mr","monthly","toa_outgoing_longwave_radiation","r1i1p1f1","AWI-CM-1-1-MR","Amon","rlut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","awi_cm_1_1_mr","monthly","surface_downwelling_shortwave_radiation","r1i1p1f1","AWI-CM-1-1-MR","Amon","rsds","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","awi_cm_1_1_mr","monthly","toa_outgoing_shortwave_radiation","r1i1p1f1","AWI-CM-1-1-MR","Amon","rsut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","awi_cm_1_1_mr","monthly","near_surface_air_temperature","r1i1p1f1","AWI-CM-1-1-MR","Amon","tas","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","awi_cm_1_1_mr","monthly","surface_downward_northward_wind_stress","r1i1p1f1","AWI-CM-1-1-MR","Amon","tauv","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","awi_cm_1_1_mr","monthly","surface_temperature","r1i1p1f1","AWI-CM-1-1-MR","Amon","ts","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","bcc_csm2_mr","monthly","surface_air_pressure","r1i1p1f1","BCC-CSM2-MR","Amon","ps","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","bcc_csm2_mr","monthly","sea_level_pressure","r1i1p1f1","BCC-CSM2-MR","Amon","psl","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","bcc_csm2_mr","monthly","toa_outgoing_longwave_radiation","r1i1p1f1","BCC-CSM2-MR","Amon","rlut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","bcc_csm2_mr","monthly","surface_downwelling_shortwave_radiation","r1i1p1f1","BCC-CSM2-MR","Amon","rsds","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","bcc_csm2_mr","monthly","toa_outgoing_shortwave_radiation","r1i1p1f1","BCC-CSM2-MR","Amon","rsut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","bcc_csm2_mr","monthly","near_surface_air_temperature","r1i1p1f1","BCC-CSM2-MR","Amon","tas","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","bcc_csm2_mr","monthly","surface_downward_northward_wind_stress","r1i1p1f1","BCC-CSM2-MR","Amon","tauv","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","bcc_csm2_mr","monthly","surface_temperature","r1i1p1f1","BCC-CSM2-MR","Amon","ts","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","ciesm","monthly","surface_air_pressure","r1i1p1f1","CIESM","Amon","ps","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","ciesm","monthly","sea_level_pressure","r1i1p1f1","CIESM","Amon","psl","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","ciesm","monthly","toa_outgoing_longwave_radiation","r1i1p1f1","CIESM","Amon","rlut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","ciesm","monthly","surface_downwelling_shortwave_radiation","r1i1p1f1","CIESM","Amon","rsds","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","ciesm","monthly","toa_outgoing_shortwave_radiation","r1i1p1f1","CIESM","Amon","rsut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","ciesm","monthly","near_surface_air_temperature","r1i1p1f1","CIESM","Amon","tas","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","ciesm","monthly","surface_downward_northward_wind_stress","r1i1p1f1","CIESM","Amon","tauv","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","ciesm","monthly","surface_temperature","r1i1p1f1","CIESM","Amon","ts","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_cm2_sr5","monthly","surface_air_pressure","r1i1p1f1","CMCC-CM2-SR5","Amon","ps","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_cm2_sr5","monthly","sea_level_pressure","r1i1p1f1","CMCC-CM2-SR5","Amon","psl","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_cm2_sr5","monthly","toa_outgoing_longwave_radiation","r1i1p1f1","CMCC-CM2-SR5","Amon","rlut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_cm2_sr5","monthly","surface_downwelling_shortwave_radiation","r1i1p1f1","CMCC-CM2-SR5","Amon","rsds","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_cm2_sr5","monthly","toa_outgoing_shortwave_radiation","r1i1p1f1","CMCC-CM2-SR5","Amon","rsut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_cm2_sr5","monthly","near_surface_air_temperature","r1i1p1f1","CMCC-CM2-SR5","Amon","tas","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_cm2_sr5","monthly","surface_downward_northward_wind_stress","r1i1p1f1","CMCC-CM2-SR5","Amon","tauv","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_cm2_sr5","monthly","surface_temperature","r1i1p1f1","CMCC-CM2-SR5","Amon","ts","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_esm2","monthly","surface_air_pressure","r1i1p1f1","CMCC-ESM2","Amon","ps","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_esm2","monthly","sea_level_pressure","r1i1p1f1","CMCC-ESM2","Amon","psl","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_esm2","monthly","toa_outgoing_longwave_radiation","r1i1p1f1","CMCC-ESM2","Amon","rlut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_esm2","monthly","surface_downwelling_shortwave_radiation","r1i1p1f1","CMCC-ESM2","Amon","rsds","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_esm2","monthly","toa_outgoing_shortwave_radiation","r1i1p1f1","CMCC-ESM2","Amon","rsut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_esm2","monthly","near_surface_air_temperature","r1i1p1f1","CMCC-ESM2","Amon","tas","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_esm2","monthly","surface_downward_northward_wind_stress","r1i1p1f1","CMCC-ESM2","Amon","tauv","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cmcc_esm2","monthly","surface_temperature","r1i1p1f1","CMCC-ESM2","Amon","ts","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1","monthly","surface_air_pressure","r1i1p1f2","CNRM-CM6-1","Amon","ps","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1","monthly","sea_level_pressure","r1i1p1f2","CNRM-CM6-1","Amon","psl","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1","monthly","toa_outgoing_longwave_radiation","r1i1p1f2","CNRM-CM6-1","Amon","rlut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1","monthly","surface_downwelling_shortwave_radiation","r1i1p1f2","CNRM-CM6-1","Amon","rsds","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1","monthly","toa_outgoing_shortwave_radiation","r1i1p1f2","CNRM-CM6-1","Amon","rsut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1","monthly","near_surface_air_temperature","r1i1p1f2","CNRM-CM6-1","Amon","tas","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1","monthly","surface_downward_northward_wind_stress","r1i1p1f2","CNRM-CM6-1","Amon","tauv","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1","monthly","surface_temperature","r1i1p1f2","CNRM-CM6-1","Amon","ts","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1_hr","monthly","surface_air_pressure","r1i1p1f2","CNRM-CM6-1-HR","Amon","ps","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1_hr","monthly","sea_level_pressure","r1i1p1f2","CNRM-CM6-1-HR","Amon","psl","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1_hr","monthly","toa_outgoing_longwave_radiation","r1i1p1f2","CNRM-CM6-1-HR","Amon","rlut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1_hr","monthly","surface_downwelling_shortwave_radiation","r1i1p1f2","CNRM-CM6-1-HR","Amon","rsds","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1_hr","monthly","toa_outgoing_shortwave_radiation","r1i1p1f2","CNRM-CM6-1-HR","Amon","rsut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1_hr","monthly","near_surface_air_temperature","r1i1p1f2","CNRM-CM6-1-HR","Amon","tas","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1_hr","monthly","surface_downward_northward_wind_stress","r1i1p1f2","CNRM-CM6-1-HR","Amon","tauv","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_cm6_1_hr","monthly","surface_temperature","r1i1p1f2","CNRM-CM6-1-HR","Amon","ts","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_esm2_1","monthly","surface_air_pressure","r1i1p1f2","CNRM-ESM2-1","Amon","ps","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_esm2_1","monthly","sea_level_pressure","r1i1p1f2","CNRM-ESM2-1","Amon","psl","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_esm2_1","monthly","toa_outgoing_longwave_radiation","r1i1p1f2","CNRM-ESM2-1","Amon","rlut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_esm2_1","monthly","surface_downwelling_shortwave_radiation","r1i1p1f2","CNRM-ESM2-1","Amon","rsds","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_esm2_1","monthly","toa_outgoing_shortwave_radiation","r1i1p1f2","CNRM-ESM2-1","Amon","rsut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_esm2_1","monthly","near_surface_air_temperature","r1i1p1f2","CNRM-ESM2-1","Amon","tas","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_esm2_1","monthly","surface_downward_northward_wind_stress","r1i1p1f2","CNRM-ESM2-1","Amon","tauv","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","cnrm_esm2_1","monthly","surface_temperature","r1i1p1f2","CNRM-ESM2-1","Amon","ts","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","canesm5_canoe","monthly","surface_air_pressure","r1i1p2f1","CANESM5-CANOE","Amon","ps","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","canesm5_canoe","monthly","sea_level_pressure","r1i1p2f1","CANESM5-CANOE","Amon","psl","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","canesm5_canoe","monthly","toa_outgoing_longwave_radiation","r1i1p2f1","CANESM5-CANOE","Amon","rlut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","canesm5_canoe","monthly","surface_downwelling_shortwave_radiation","r1i1p2f1","CANESM5-CANOE","Amon","rsds","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","canesm5_canoe","monthly","toa_outgoing_shortwave_radiation","r1i1p2f1","CANESM5-CANOE","Amon","rsut","gn"
"2015-01-16/2100-12-16","ssp1_2_6","single_levels","canesm5_canoe","monthly","near_surface_air_temperature","r1i1p2f1","CANESM5-CANOE","Amon","tas","gn"
